Headline,Source,Issue date,URL,Summary
"Nvidia Breaks $3T Market Cap, Overtakes Apple. Saudi Arabia Is Buying AI Chips.",Yahoo,2025-05-13 17:25:00,https://finnhub.io/api/news?id=59d9bb534a5201f984bbe3bf48f0f32317b0c7c4da0f043658e244f315cb2ba6,Other semiconductor stocks also did well Monday after Beijing and Washington agreed to drastically reduce tariffs for 90 days while talks on a more permanent deal continue.
Google needs 'big bang breakup' that would value its businesses at $3.7 trillion as AI threatens Search: Analyst,Yahoo,2025-05-13 17:11:43,https://finnhub.io/api/news?id=8c467a770d2c1cdda2ad8925ac6142d9b70fdea2cef9267b27ea9dac40e2a708,"Alphabet investors would be better off breaking up Google as it struggles to prove that its search engine can maintain dominance in the AI chatbot era, DA Davidson analyst Gil Luria told Yahoo Finance in an interview Tuesday."
Nvidia Stock Retakes Key Level On Saudi AI Deal,Yahoo,2025-05-13 17:06:06,https://finnhub.io/api/news?id=d3b78bf246305fb543234d671822b9d811a2e98e59e38987643088826432952f,"Nvidia stock jumped on news that it will supply semiconductors to a Saudi Arabian artificial intelligence company, Humain."
Investors Embracing Risk Even as Uncertainty Lingers,Finnhub,2025-05-13 17:00:08,https://finnhub.io/api/news?id=4d660fce322930a782f828f0429dd0fb975e82d3111fe0e032b59d1bc2474b2b,"Fiona Cincotta, senior analyst at City Index, says the market is not quite out of the woods, as trade uncertainty still lingers. She discusses the impact of Nvidia's Saudi chip deal with Caroline..."
Trump’s Middle East trip a boon for NVIDIA,Yahoo,2025-05-13 16:54:05,https://finnhub.io/api/news?id=1ccfaf37cdff25c03d6cf5ca0a2c734980cfe341014e0d5fe224f6968b3dd6e4,"Investing.com -- NVIDIA (NASDAQ:NVDA) CEO Jensen Huang has accompanied U.S. President Donald Trump during his trip to the Middle East, and so far, the trip appears to be paying off big time for the AI chip giant."
NVIDIA : 2025 Annual Report,Finnhub,2025-05-13 16:50:17,https://finnhub.io/api/news?id=fc746114e44eef39561f910de5ad2b2373e64e806a5b0268101fd3b691e84f6f,2025 NVIDIA Corporation Annual Review Notice of Annual Meeting Proxy Statement Form 10-K ...
Nebius Q1 Preview: All About ARR,SeekingAlpha,2025-05-13 16:45:09,https://finnhub.io/api/news?id=bf3e331164cf2cd9a98e12332a1fb2ae62193f2cee033c3d47c7a4f5777d3e10,"Nebius Group N.V. is expected to report $57.7M in Q1 revenue, up 52% sequentially from $37.9M in Q4 2024. Click here to find out why NBIS stock is a Strong Buy."
"The Zacks Analyst Blog Highlights Cisco Systems, NVIDIA and ServiceNow",Yahoo,2025-05-13 16:30:00,https://finnhub.io/api/news?id=573e9cd3b77ee458d071a38dc89fc8ff26b7a2179f8b77e82bb81158a1ac8b78,"Cisco Systems, NVIDIA and ServiceNow are included in this Analyst Blog."
US–China deal is a 'dream scenario' for Apple and Nvidia,Yahoo,2025-05-13 16:22:53,https://finnhub.io/api/news?id=c51254f05952faa7337743b3bcac7e51cd1a0c03c6b775857bfa12a027118331,"The Nasdaq 100 (^NDX) is gaining, erasing ""Liberation Day"" losses following the US and China's agreement to a temporary tariff cut. Wedbush Securities managing director and global head of technology research Dan Ives joins Catalysts to take a closer look at the tech space, specifically Apple (AAPL) and Nvidia (NVDA). To watch more expert insights and analysis on the latest market action, check out more Catalysts here."
"Nvidia stock surges 5%, company rejoins $3 trillion club amid flurry of trade news",Yahoo,2025-05-13 16:20:38,https://finnhub.io/api/news?id=c5acf0699586bee9e73999fcff4de3458da0f30c2c3e924881b8e3a49b226c6c,Nvidia rejoined the $3 trillion club Tuesday for the first time since February.
"How NVDA, AAPL, and META Plan to Harness VR to Dominate the Future",Yahoo,2025-05-13 16:07:41,https://finnhub.io/api/news?id=d3c4ab716155b1c1a335d9e141b3d2f46a962ece2f96477d6d2ac5a4c4b906df,"Virtual reality (VR) isn’t just a gamer’s fantasy anymore. Its market hit $53 billion in 2024, and forecasts project a surge to $557 billion by 2034, driven by declining headset costs and expanding applications in enterprise, healthcare, and education. As digital immersion reshapes industries, Nvidia (NVDA), Apple (AAPL), and Meta (META) are positioning themselves as VR’s vanguard, each taking a distinct approach. Drawing from their latest earnings calls, commentary, and market developments, let"
Why Nvidia Stock Surged Higher Again Today,Yahoo,2025-05-13 16:02:29,https://finnhub.io/api/news?id=e7f7c944011a55edb0678d8ff79b56bd61e481de089da82ea036dd352c298a4a,Nvidia will benefit from artificial intelligence (AI) investments in both countries.  The recovery in Nvidia (NASDAQ: NVDA) stock continues again today.  Today's move comes as CEO Jensen Huang attends the Saudi Arabia-U.S. investment forum along with other business leaders and President Trump.
Two Key Developments Sparked a Rally for Nvidia Stock on Tuesday,Yahoo,2025-05-13 15:59:01,https://finnhub.io/api/news?id=97162ac52ca9c8896234ac64fe90d18bd875a2b7900be7aef94043de1594ef1f,The artificial intelligence chipmaker got a double dose of good news.
NVIDIA Says HUMAIN To Invest In AI Factories With 500 MW Capacity Over Next 5 Years,Finnhub,2025-05-13 15:35:33,https://finnhub.io/api/news?id=bcd5220c43e69fb12b77e71f086da734c5d472c8e7dcb8fb9f0a4e2c677badbc,"NVIDIA Corp: * SAUDI ARABIA AND NVIDIA TO BUILD AI FACTORIES TO POWERNEXT WAVEOF INTELLIGENCE FOR THE AGE OF REASONING * NVIDIA CORP - AND SDAIA TO DEPLOY 5,000 BLACKWELL..."
‘Magnificent Seven’ blows past a major threshold — but a few more marks must be crossed before tech is really back,MarketWatch,2025-05-13 14:34:00,https://finnhub.io/api/news?id=53d44cecdb955eeb868d0b651e3814c96d0ae32ae00778ac602230ca13e72345,‘Magnificent Seven’ blows past a major threshold — but a few more marks must be crossed before tech is really back
"US tech firms Nvidia, AMD secure AI deals as Trump tours Gulf states",Finnhub,2025-05-13 13:58:44,https://finnhub.io/api/news?id=77011e5ed92f6c9f51a9bc7a4f982837c423f6b58e58f1d08728541da90cf2c4,A number of U.S. technology firms onTuesday announced artificial intelligence deals in the MiddleEast as U.S. President Donald Trump secured $600 billion incommitments from Saudi Arabia to U.S....
Humain & NVIDIA Announce Strategic Partnership To Build AI Factories Of The Future In Saudi Arabia,Finnhub,2025-05-13 13:12:07,https://finnhub.io/api/news?id=5541cdadb498e1908c7c0652f55d79e955a7770f2546dd30b21de26cf71131df,NVIDIA Corp: * HUMAIN AND NVIDIA ANNOUNCE STRATEGIC PARTNERSHIP TO BUILDAIFACTORIES OF THE FUTURE IN SAUDI ARABIASource text:Further company coverage: ...
"These Stocks Are Moving the Most Today: UnitedHealth, Nvidia, Tesla, First Solar, Coinbase, Palantir, Super Micro, Boeing, Rigetti, and More",MarketWatch,2025-05-13 13:00:00,https://finnhub.io/api/news?id=437e539ce6fb1528491902e6b62e28126272a4891cebd5e59296cef7b67df941,"These Stocks Are Moving the Most Today: UnitedHealth, Nvidia, Tesla, First Solar, Coinbase, Palantir, Super Micro, Boeing, Rigetti, and More"
"NVDY: Option Writing Funds Offer High-Yield Income, But Not Without Risk",SeekingAlpha,2025-05-13 13:00:00,https://finnhub.io/api/news?id=ac9eda5b04e2b27ec530568187388ea19ea3f35431043c031d1bf1c774257942,"The NVDY ETF provides high-yield income via Nvidia-focused covered calls, but beware of the risks. Recent price decline highlights the volatility and risk. See more."
"Chips Rebooted: SMH Surges On Trade Truce, Bullish Setup Signals More Upside",SeekingAlpha,2025-05-13 12:26:58,https://finnhub.io/api/news?id=0f0663c4904847480ddd9bd3e2ec904e0fc9a6e4d80ce7f3420ceed443d8e932,"The VanEck Semiconductor ETF is up 24% since April, driven by U.S.-China trade news & chip sector momentum. Click here to find out why SMH stock is a Buy."
"US weighs letting UAE buy over a million advanced Nvidia chips, Bloomberg News reports",Finnhub,2025-05-13 11:56:18,https://finnhub.io/api/news?id=eaf4c2a0e835c8198ee8c57fc9723ae52fe4f14f54b1b297d53feadff8036728,"The Trump administration is weighinga deal that would allow the UAE to import more than a millionadvanced Nvidia chips, a quantity that far exceedslimits under Biden-era AI chip regulations,..."
U.S Weighs Letting UAE Buy Over A Million Advanced Nvidia Chips - Bloomberg News,Finnhub,2025-05-13 11:45:08,https://finnhub.io/api/news?id=6a89adf73d35f95d38520896be8d0c2498faf3e1961da7f7a6e72a243acbb807,May 13 - * THE U.S WEIGHS LETTING UAE BUY OVER A MILLION ADVANCEDNVIDIACHIPS - BLOOMBERG NEWSSource text: https://tinyurl.com/4nu89u7b ...
Ave Maria Growth Fund Q1 2025 Commentary,SeekingAlpha,2025-05-13 11:35:00,https://finnhub.io/api/news?id=051c4fe36d72dea493c47ff1627eb55cc3f4e404ed77568786ce433fd6cf2bbc,"For the three months ended March 31, 2025, the total return on the Ave Maria Growth Fund was -1.65%, compared to the S&P 500 Index which returned -4.27%."
Dow Jones Falls On Surprise CPI Inflation Data; UnitedHealth Plunges On Suspended Outlook,DowJones,2025-05-13 11:32:14,https://finnhub.io/api/news?id=3bfd7b6e24471b61c2d7280776e4f808f1015d38b44beae0f87bb906eefe3da5,Dow Jones Falls On Surprise CPI Inflation Data; UnitedHealth Plunges On Suspended Outlook
Nvidia is back in the $3 trillion-market-cap club as the U.S. weighs Saudi chip deal,MarketWatch,2025-05-13 11:18:00,https://finnhub.io/api/news?id=f33a0fe6145fd14ca8306e0f9893b6a5298275711022bb5bb3f6f279f07498d5,Nvidia is back in the $3 trillion-market-cap club as the U.S. weighs Saudi chip deal
"Humain, Nvidia Partner to Build AI Infrastructure in Saudi Arabia",Finnhub,2025-05-13 11:15:14,https://finnhub.io/api/news?id=fe273d185253331d33e6706f7ef7a671d76a4de840616b4ced2b7369ff8a3ccf,"By Adriano Marchese Nvidia will partner with Saudi Arabia's AI-focused arm of its public investment fund to build AI infrastructure in the country. Humain, the AI value-chain subsidiary of..."
Saudi Arabia's Humain partners with Nvidia on AI goals as Trump visits,Finnhub,2025-05-13 10:36:11,https://finnhub.io/api/news?id=35bea444a4e68bd64d3be450c44623e89b327cc79b0cf5518e4e8d23105d33fa,U.S. chip giant Nvidia andSaudi Arabia's sovereign wealth fund-owned AI startup Humainannounced a partnership on Tuesday as part of the kingdom'splans to develop artificial intelligence and...
Invesco Global Fund Q1 2025 Commentary,SeekingAlpha,2025-05-13 10:30:00,https://finnhub.io/api/news?id=6fa047ab330af152e655396692dc08c48a87ffe27c35a8a8a14e18476d85008e,Class A shares outperformed the MSCI ACWI Growth Index and ranked in the 78th percentile of the Morningstar Global Large Stock Growth category for the first quarter.
Saudi Arabia partners with Nvidia to spur AI goals as Trump visits,Finnhub,2025-05-13 10:16:11,https://finnhub.io/api/news?id=6e560e6c89af146cb033240b31b6f069276246e4bbb4e6dbc0cbe3354a7d2438,U.S. chip giant Nvidia andSaudi Arabia announced partnerships on Tuesday as part of thekingdom's plans to develop artificial intelligence andstrengthen cloud computing infrastructure with the help...
HUMAIN and NVIDIA Announce Strategic Partnership to Build AI Factories of the Future in Saudi Arabia,Finnhub,2025-05-13 10:15:08,https://finnhub.io/api/news?id=386eae3489fdf7b655a9d3546f6a6292ba507e4a0fd09daf5d4f170e65eb87f4,"RIYADH, Saudi Arabia, May 13, 2025 -- HUMAIN, the new full AI value chain subsidiary of Saudi Arabia’s Public Investment Fund, today announced a landmark strategic partnership with NVIDIA, the..."
Break Up Alphabet? It May Be the ‘Only Way Forward’ for Google Stock.,MarketWatch,2025-05-13 10:05:00,https://finnhub.io/api/news?id=8dcdcfb79f8f80647317810e05f27ae25f23e974f2e51722bf25aacab8d61ea3,Break Up Alphabet? It May Be the ‘Only Way Forward’ for Google Stock.
Large cryptocurrencies mixed as Tronix drops,MarketWatch,2025-05-13 10:00:00,https://finnhub.io/api/news?id=2bef5f2c20341a0d7cb0ce4be855771e71822a57da83a5ed242160dd23d61a56,Large cryptocurrencies mixed as Tronix drops
The stock market is bouncing back. Here’s a chance to fix your portfolio.,MarketWatch,2025-05-13 09:55:00,https://finnhub.io/api/news?id=5cc3f9a2a6228fe83cf4ad8b9f3b47b21e388235fc0a4b6580f124c04efa831b,The stock market is bouncing back. Here’s a chance to fix your portfolio.
SMH: The Growth Story Remains Incredibly Mispriced,SeekingAlpha,2025-05-13 09:00:00,https://finnhub.io/api/news?id=a66320673c552e404ee429b6dfc5403c9779940f5382c20d52660ec29666962a,"SMH ETF has shown a robust bottoming signal, maintaining a bullish uptrend, and investors should consider adding exposure to semiconductor shares now. See more."
Funds Kept Shifting Out of U.S. Stocks as Rally Picked Up,MarketWatch,2025-05-13 07:10:00,https://finnhub.io/api/news?id=40a71c5d6bab931fc9034c1fd2755ce0ad5ba279f5a4311c084590358317fa39,Funds Kept Shifting Out of U.S. Stocks as Rally Picked Up
Why J Mintzmyer Is Short Walmart And Long 3 Shipping Stocks,SeekingAlpha,2025-05-13 07:00:00,https://finnhub.io/api/news?id=ac171b90bfd02a497b3924e0de2e1457701f7211ce3291fc1a26815f4449716c,"Shipping expertÂ J Mintzmyer helps investors navigate the current volatility in the shipping space, and explains why he's heavily short Walmart. See more."
Stock Markets Rally Out of Trump Tariff Slump. This Is the Next Catalyst.,MarketWatch,2025-05-13 06:32:00,https://finnhub.io/api/news?id=6412184480b30d72e9e8aa2cccf63248daf58f19eda743ba722102dc961d5500,Stock Markets Rally Out of Trump Tariff Slump. This Is the Next Catalyst.
"Nvidia Has Plenty of Runway, This Hedge Fund Legend Says. Why He’s Less Enthused About Apple and Google.",MarketWatch,2025-05-13 03:00:00,https://finnhub.io/api/news?id=b4bf8f3a5ab21299c7fab6a5db296b38fb9364bd25bc631133a26790b013dbac,"Nvidia Has Plenty of Runway, This Hedge Fund Legend Says. Why He’s Less Enthused About Apple and Google."
"Dow Jones Futures: Trump Trade Deal Triggers Bullish Stock Market Rally; Amazon, Apple, Nvidia, Tesla Surge",DowJones,2025-05-12 23:38:37,https://finnhub.io/api/news?id=ed8f67e779a62814ebdc95b62a6dcc1127ec9049a452c2d568ebe37aad39d888,"Dow Jones Futures: Trump Trade Deal Triggers Bullish Stock Market Rally; Amazon, Apple, Nvidia, Tesla Surge"
Tech Advances After Trade-War Truce - Tech Roundup,Finnhub,2025-05-12 17:36:22,https://finnhub.io/api/news?id=9729d3b59d714d08902d4bf5c748d8c3b36b182ab1ba70e847ef089918da2e6c,"Shares of technology companies rallied after a truce in the trade war alleviated fears of rising costs and shrinking markets. Shares of Apple, which counts China as both a manufacturing partner..."
"Nvidia, AMD help the chip sector to its highest close since February",MarketWatch,2025-05-12 17:32:00,https://finnhub.io/api/news?id=656939dfd51eb53e3ff7034c7db47e1580fdb3b8f8f7b8bacbf0bbfb8c9c3e17,"Nvidia, AMD help the chip sector to its highest close since February"
Nvidia: The Bull Case Just Got Stronger,SeekingAlpha,2025-05-12 16:39:20,https://finnhub.io/api/news?id=2bf4dae10e0dc272df156f766b3060f5856fdefcf60729d45d3791efcf83e3f6,"Nvidia remains undervalued despite a stock price increase, as there's still discount caused by panic selling related to tariffs. Read why NVDA is a Strong Buy."
"Amazon, Apple power ‘Magnificent Seven’ to more than $830 billion in market-cap gains in one day",MarketWatch,2025-05-12 16:28:00,https://finnhub.io/api/news?id=c4382791e54fdd77d1cac9a9063372e26d17d77b2fa2d9f39cc1056ad75e1408,"Amazon, Apple power ‘Magnificent Seven’ to more than $830 billion in market-cap gains in one day"
"China Trade Progress: Market Booms On News, Who Will Benefit?",SeekingAlpha,2025-05-12 13:45:00,https://finnhub.io/api/news?id=c84fe6b7dcb1c53b479fc0efc4a7a400563bb7aa900f04d2dc68609cd4ae9fd6,
Here’s Why NVIDIA Corporation (NVDA) Fell in Q1,Yahoo,2025-05-12 13:12:18,https://finnhub.io/api/news?id=fc5e603a3ab8db19f016bc1dd16c362b973d26e7b5865290ba3066dbf3bb88c3,"Baron Funds, an investment management company, released its “Baron Technology Fund” first quarter 2025 investor letter. A copy of the letter can be downloaded here. Market trends are often driven by sentiment in addition to fundamental elements, and the first quarter of 2025 was a clear example of this. January saw a strong performance for […]"
US-China tariff agreement may add fuel to 'Magnificent 7' stock rally,Yahoo,2025-05-12 13:08:56,https://finnhub.io/api/news?id=da15636dd09cd7d43a79ee1a393e9cfbba535bdb5b7f75b6da2fbb21755ae086,"The ""Magnificent Seven"" trade looks to be on again, for now."
"These Stocks Are Moving the Most Today: Amazon, Nvidia, Tesla, Alibaba, Eli Lilly, Pfizer, RH, Newmont, and More",Yahoo,2025-05-12 13:04:00,https://finnhub.io/api/news?id=66342666979fcde83bc5dd4acbe8c772e03dd3f8e71e70d5edb4be570b421ba7,"Amazon.com, Nvidia, Tesla, and the rest of the Magnificent Seven stocks jump as the U.S. and China reach an agreement to temporarily slash most tariffs on each other’s goods, while Eli Lilly and Pfizer fall after President Donald Trump plans to sign an executive order that would reduce the cost of drugs in the U.S."
indie Semiconductor Could Rebound Soon,SeekingAlpha,2025-05-12 12:47:23,https://finnhub.io/api/news?id=61c671c7a89353661f177ab4e2bf5e1bfbd9cbacc2ed2aa7946137045a60fd03,
Secrets behind 'Magnificent 7' surge ahead of Nvidia earnings,Yahoo,2025-05-12 12:45:00,https://finnhub.io/api/news?id=01edf6eb55badc6b83746c53e23177e71c5d8a64f9c4d5b5717bf83fe443bb65,"You can catch Opening Bid on Apple Podcasts, Spotify, YouTube, or wherever you get your podcasts. The Magnificent 7 stocks are performing strongly again, even with chipmaker Nvidia's earnings report not due until May 28. This leadership group, which had largely underperformed in 2025 due to valuation concerns and macroeconomic risks, has seen a rally since the April 8 lows. This resurgence can be attributed to a couple of key factors. First, tech mega-caps like Microsoft (MSFT) and Alphabet (GOOGL (GOOGL)) significantly exceeded earnings estimates. Barclays' data indicates that these large-cap tech companies beat analyst earnings estimates by an average of 8% in the first quarter. Second, the earnings growth for these major tech players in the first quarter was once again impressive. Goldman Sachs' (GS) data reveals that large-cap tech stocks within the Mag 7 achieved an average earnings growth of 28% in the first quarter, compared to just 9% for the other 493 stocks in the S&P 500. For full episodes of Opening Bid, listen on your favorite podcast platform or watch on our website. Yahoo Finance's Opening Bid is produced by Langston Sessoms"
"Amazon, Tesla stocks lead 'Magnificent 7' surge after US-China temporary trade truce",Yahoo,2025-05-12 12:31:06,https://finnhub.io/api/news?id=1b3394544d875423d9ff81c5c8a2d5fcdad7b83e89a2145e3db6bfa263e51902,"Amazon and Tesla stocks led the ""Magnificent Seven"" Big Tech stock surge after the US and China announced a temporary trade war truce."
Nebius Group: Scaling The AI Backbone For Profits,SeekingAlpha,2025-05-12 12:18:34,https://finnhub.io/api/news?id=82f2ed2a7bd318c7ee54b903cae58171c7bcc5c79a178d13af4b2ae83f2d4e79,Discover why Nebius Group's scalable AI solutions and growth potential earn a Buy rating. Explore its valuation and $48.45 price target.
CoreWeave's $1.5B Debt Strategy: Navigating AI Growth and Financial Challenges,Yahoo,2025-05-12 12:02:46,https://finnhub.io/api/news?id=0aaf26174331768810d51abb43e4ad709aea3f91ca5f725625519fe1216b3901,"Debt refinancing, AI expansion, and Nvidia's stake -- CoreWeave's next moves could define its survival."
Why US-China tariff agreement isn’t super bullish for stocks,Yahoo,2025-05-12 12:00:37,https://finnhub.io/api/news?id=a587bbf4a2b9bee6b11e28c50dc5e108a474dc6df02822e43d8aed62c748f675,"You can catch Opening Bid on Apple Podcasts, Spotify, YouTube, or wherever you get your podcasts. The bulls are back on Wall Street, with good reason. The US and China have agreed to ratchet down the tariff war for 90 days as each economy begins to feel the pressure of bruising penalties. After a weekend of meetings in Switzerland, the US will take reciprocal tariffs on China down to 10% from 125%. A separate tariff imposed by President Trump over what he says is China’s role in the fentanyl trade will stay intact. China will cut its retaliatory tariffs on US goods to 10% from 125%. Stocks soared on the news, the US dollar caught a strong bid, and defensive plays such as gold sold off. Investors will now be looking for two things to keep the bullish vibes going: first, that the two economic superpowers signal there is an opportunity to take tariffs down even further after the 90-day pause; and second, that the tariffs aren’t hammering the US economy. Yahoo Finance Executive Editor Brian Sozzi spoke with eToro global markets analyst Lale Akoner on Opening Bid for perspective on whether stocks will be back for the rest of the year or if this is just a headfake. Akoner also discusses top picks in what is now a significantly changed backdrop for investors. For full episodes of Opening Bid, listen on your favorite podcast platform or watch on our website. Yahoo Finance's Opening Bid is produced by Langston Sessoms"
Nvidia's China Gamble: Will the Downgraded H20 Chip Keep Its AI Reign Alive?,Yahoo,2025-05-12 11:59:07,https://finnhub.io/api/news?id=9dface6045d28ca7685f80b972ce432b37a87779333655141414383039b7a327,U.S. export restrictions force Nvidia to alter its top AI chip -- but can it still dominate in China?
These High-Growth Stocks Were Down Over 50% This Year. Is It Time to Buy Them?,Yahoo,2025-05-12 11:45:00,https://finnhub.io/api/news?id=070a8630c5dd936285545854120a57eb214228372a84629bc712c130ee8730d9,"The Trade Desk stock tumbled earlier this year, but its first-quarter results sent the stock sharply higher.  For investors that still have many years before retirement, growth stocks are one of the most efficient ways to increase their net worth."
Three Stocks That May Be Priced Below Their Estimated Value In May 2025,Yahoo,2025-05-12 11:41:08,https://finnhub.io/api/news?id=73f290a0cdc1e51c6a2c4117ebe171886a40977b33a93feb4aa33fd4122cfbe6,"In the last week, the United States market has remained flat, yet it has shown an 8.0% increase over the past year with earnings expected to grow by 14% annually. In this environment, identifying stocks that may be priced below their estimated value can offer potential opportunities for investors seeking to capitalize on these favorable growth forecasts."
AI Chips Update - Revolutionizing Game Development with AI-Powered Visual Tools,Yahoo,2025-05-12 11:37:27,https://finnhub.io/api/news?id=69bc143de42bf433d302cce28a434986cc36d8df03aa149668a54cebbddeb1f6,"Core Gaming has launched its innovative AI COMIC App, aimed at transforming game asset creation through advanced AI technology. This app leverages cutting-edge AI models to convert simple photos or videos into high-quality visuals, including animations and realistic portraits, in mere minutes. It facilitates creative tasks, traditionally requiring substantial time and resources, by providing powerful yet accessible AI tools to artists, gamers, and marketers, thereby enhancing visual..."
"These Stocks Are Moving the Most Today: Amazon, Nvidia, Tesla, Alibaba, Eli Lilly, Pfizer, NRG Energy, Newmont, and More",MarketWatch,2025-05-12 11:28:00,https://finnhub.io/api/news?id=87d0575998f551ca18e458ff9de4f28fd25a567b3beef1aeada1239f92bcb089,"These Stocks Are Moving the Most Today: Amazon, Nvidia, Tesla, Alibaba, Eli Lilly, Pfizer, NRG Energy, Newmont, and More"
Dream Scenario For Tariffs: What's Next For U.S. Stocks?,SeekingAlpha,2025-05-12 11:23:59,https://finnhub.io/api/news?id=00645f14a497f1d6778b24b8936b4795038218d103629509cfbbeeba0f9a9239,
History Says Now Is the Time to Buy Nvidia Stock,Yahoo,2025-05-12 11:15:00,https://finnhub.io/api/news?id=19a70ebb0b31998ac09ab617ee30c25c4dd6eb520c0c37a75bba7724891ff1c0,"After each of its first-quarter earnings reports of the past few years, Nvidia's stock has popped.  Nvidia's largest customers have indicated that their AI infrastructure spending plans are still on track.  With that in mind, a pattern seems to be developing with Nvidia (NASDAQ: NVDA) stock: It has made large price gains in May in each of the past two years, and the way the stock is set up right now is reminiscent of how it looked before both of those jumps."
AMD Is Quietly Catching Nvidia - Wall Street Just Doesn't See It Yet,SeekingAlpha,2025-05-12 11:12:37,https://finnhub.io/api/news?id=e3dfab89247473f952acbb42c87aa790d04f8dcc14c7b1800ca9378c91bc0ff4,"AMD reported strong Q1 results, with YoY gross profit up 46%, despite sequential revenue decline due to seasonality. Click here to read why AMD is a Strong Buy."
"Nvidia, Intel, and Marvell Stocks Jump. Why China Trade Progress Is Good for Chip Makers.",Yahoo,2025-05-12 11:09:00,https://finnhub.io/api/news?id=46e2867e58597b2a18e0d081a98969fe9b39449677bf782f612853c5adfc9f6d,"Semiconductors, and Nvidia in particular, find themselves at the heart of the tension between the world’s two biggest economies."
"Stock Market Today: Dow Jones Soars As Bessent Says This On China; Nvidia Surges, Alibaba Clears Entry (Live Coverage)",DowJones,2025-05-12 10:47:13,https://finnhub.io/api/news?id=a66bb64378aaee5e15113b29ce271232ca24df43120d595dfdd22eabf55ec984,"Stock Market Today: Dow Jones Soars As Bessent Says This On China; Nvidia Surges, Alibaba Clears Entry (Live Coverage)"
"Nvidia, Intel, and Other Chip Stocks Jump on China Tariffs Pause. Why the Sector Isn’t Out of the Woods.",MarketWatch,2025-05-12 10:37:00,https://finnhub.io/api/news?id=67376f61fd675e9238ad9043cb253d4b1cd7c93145d394d87299558dbbe103a1,"Nvidia, Intel, and Other Chip Stocks Jump on China Tariffs Pause. Why the Sector Isn’t Out of the Woods."
"Large cryptocurrencies climb on XRP, Tronix increases",MarketWatch,2025-05-12 10:00:00,https://finnhub.io/api/news?id=324baa13e21d29effd7cbdddd51b298ebedf4138862bb3636e42792a3a689c01,"Large cryptocurrencies climb on XRP, Tronix increases"
Amazon Stock Surges. Why It’s a Mag 7 Outperformer on Tariffs Deal.,MarketWatch,2025-05-12 09:46:00,https://finnhub.io/api/news?id=394e3e91db066bcf7483fa3d1696427cc7d51aebf432de2d12357a15dcb8e615,Amazon Stock Surges. Why It’s a Mag 7 Outperformer on Tariffs Deal.
AMD: Strong Upside Potential If U.S.-China Trade Talks Turn Constructive,SeekingAlpha,2025-05-12 09:37:39,https://finnhub.io/api/news?id=53bd232adfe41c5f5b79bd39c3fba7cce4660afe6e70196d1d83c2f651631a13,Advanced Micro Devices' 1Q FY2025 revenue topped the high end of its previous guidance. Find out why I think it's time to upgrade AMD stock to a strong buy.
"Dow Jones Surges 1,000 Points On Trump-China Tariff Deal; Apple, Nvidia, Tesla Rally",DowJones,2025-05-12 09:34:34,https://finnhub.io/api/news?id=70265ee530c25c07cc2da274a5c5d79883f7e4fa2698bad65b0e589d2ebaca95,"Dow Jones Surges 1,000 Points On Trump-China Tariff Deal; Apple, Nvidia, Tesla Rally"
Consumer relief from U.S.-China trade deal sends retailers’ stocks surging,MarketWatch,2025-05-12 09:30:00,https://finnhub.io/api/news?id=73a181a2a807ed18cd25bcf2525efb43281d7984f8d9ab423fdb243ffa55ec7c,Consumer relief from U.S.-China trade deal sends retailers’ stocks surging
3 Things Alphabet's Management Just Said That Should Make Tesla and Nvidia Investors Happy,Yahoo,2025-05-12 09:30:00,https://finnhub.io/api/news?id=83994441d711cee6720cace1cbe69d84171e40e0dd8a93518ce3caf50c72351e,Alphabet is also exploring the option of allowing personal ownership of robotaxis.  Spending on data centers continues to be robust.  Here's a look at three discussion points from the earnings call that are great news for Tesla (NASDAQ: TSLA) and Nvidia (NASDAQ: NVDA) investors.
"GAB: Lack Of Tech Exposure Is A Plus, But This Fund Is Incredibly Expensive",SeekingAlpha,2025-05-12 08:06:42,https://finnhub.io/api/news?id=cb8ba87d013f965c4fe8326e5e1a8ae62a8a6a96b084ade4aa582687bd12f176,
Prediction: Nvidia Just Received Its First Wall Street Sell Rating -- and More Will Follow After May 28,Yahoo,2025-05-12 07:51:00,https://finnhub.io/api/news?id=5de277d9cba91d2dc83a0fcde1051fc5fb806aa2814933a0200267342c43d790,Multiple headwinds suggest the party is over for Wall Street's artificial intelligence (AI) darling.
Make Fewer Investing Errors With Barry Ritholtz,SeekingAlpha,2025-05-12 07:30:00,https://finnhub.io/api/news?id=697d959231df5eb482b8d6ab428520da2a1607dcef957a61650cd744fe7b0376,Renowned investorÂ Barry Ritholtz shares his thoughts on the current market.
NVIDIA CORP : UBS reaffirms its Buy rating,Finnhub,2025-05-12 06:47:34,https://finnhub.io/api/news?id=5576d7d4ba0c0419eaefaa814c7fb74debdbe39b19f5e5324ed6e8f39b4abc6e,UBS is positive on the stock with a Buy rating. The target price differs slightly and is now set at USD 175 versus USD 180.
"Tesla, Amazon, Nvidia stocks set to surge after U.S. and China agree to slash tariffs",MarketWatch,2025-05-12 03:19:13,https://finnhub.io/api/news?id=d56600ddabb552342ebea997398646446b3ecbf48050b09974193c06a6bd8b22,"Tesla, Amazon, Nvidia stocks set to surge after U.S. and China agree to slash tariffs"
